protein,biome,cluster
MGYP002656562531,unknown,5737
MGYP002785233090,unknown,5738
MGYP003681889813,unknown,5739
MGYP006290238415,unknown,5740
MGYP000430496690,unknown,5741
MGYP000873319321,unknown,5742
MGYP001466301005,unknown,5743
MGYP001371793824,unknown,5744
MGYP003471171300,unknown,5745
MGYP003399903780,unknown,5746
MGYP005902013115,unknown,5747
MGYP003343595419,unknown,5748
MGYP001552788002,unknown,5749
MGYP003541928194,unknown,5750
MGYP001240594057,unknown,5751
MGYP000255668249,unknown,5752
MGYP006091553893,unknown,5753
MGYP001790648941,unknown,5754
MGYP001436588759,unknown,5755
MGYP002336898060,unknown,5756
MGYP000690079592,unknown,5756
MGYP000397338767,unknown,5757
MGYP000000851653,unknown,5758
MGYP000358617509,unknown,5759
MGYP003447704060,unknown,5760
MGYP003991213459,unknown,5761
MGYP003526725496,unknown,5762
MGYP001381345334,unknown,5763
MGYP003597506664,unknown,5764
MGYP001825496798,unknown,5765
MGYP005721654825,unknown,5766
MGYP000153284519,unknown,5767
MGYP000633048008,unknown,5768
MGYP001062847417,unknown,5769
MGYP001719970068,unknown,5769
MGYP002151543031,unknown,5770
MGYP001535653929,unknown,5771
MGYP001229116133,unknown,5772
MGYP001812008752,unknown,5773
MGYP001556660499,unknown,5774
MGYP000382933738,unknown,5775
MGYP000817506385,unknown,5776
MGYP000154981552,unknown,5777
MGYP000272082826,unknown,5778
MGYP001266189684,unknown,5779
MGYP005858502131,unknown,5780
MGYP005685085951,unknown,3916
MGYP001474284816,unknown,5781
MGYP001746408992,unknown,5782
MGYP003556417547,unknown,5783
MGYP000198150569,unknown,5784
MGYP001187017457,unknown,5785
MGYP003334797217,unknown,5786
MGYP000904313657,unknown,5526
MGYP002799183254,unknown,5787
MGYP002660478354,unknown,5788
MGYP003394718965,unknown,5789
MGYP003581075980,unknown,5790
MGYP001358256073,unknown,5791
MGYP003545727104,unknown,5792
MGYP002509500923,unknown,5793
MGYP001330276190,unknown,5794
MGYP006271561819,unknown,5795
MGYP003391901834,unknown,5796
MGYP001821912652,unknown,5797
MGYP003545247327,unknown,5798
MGYP006132418481,unknown,5799
MGYP003293801326,unknown,5800
MGYP000624182113,unknown,5801
MGYP000938067622,unknown,5802
MGYP004529996299,unknown,5803
MGYP005730693905,unknown,5804
MGYP002306191306,unknown,5805
MGYP000989819162,unknown,5806
MGYP000152204475,unknown,5807
MGYP001269952393,unknown,5808
MGYP002006059452,unknown,5809
MGYP001558092355,unknown,5810
MGYP003653618778,unknown,1507
MGYP005665520527,unknown,5811
MGYP003345096504,unknown,5812
MGYP001139578164,unknown,5813
MGYP001248210912,unknown,5814
MGYP000850917406,unknown,5815
MGYP004679878775,unknown,5816
MGYP006234988171,unknown,1554
MGYP004615847297,unknown,5817
MGYP003532863019,unknown,5818
MGYP005766049429,unknown,5819
MGYP002132289530,unknown,5820
MGYP001417660729,unknown,5821
MGYP001454792104,unknown,5822
MGYP001291202737,unknown,5823
MGYP003801840755,unknown,5824
MGYP004551189317,unknown,5825
MGYP001837412478,unknown,5826
MGYP005649920787,unknown,5827
MGYP005991870055,unknown,5828
MGYP001182173298,unknown,5829
MGYP001420310731,unknown,5830
MGYP003201317186,unknown,5831
MGYP001593480589,unknown,5832
MGYP004544123649,unknown,5833
MGYP000483506026,unknown,5834
MGYP002723901462,unknown,5835
MGYP002565941189,unknown,5836
MGYP001094529013,unknown,5837
MGYP002709471853,unknown,5838
MGYP001822167814,unknown,5839
MGYP000897200713,unknown,5840
MGYP006324132827,unknown,5841
MGYP002595567548,unknown,5842
MGYP003679590195,unknown,5843
MGYP001758257943,unknown,5844
MGYP002760432780,unknown,5845
MGYP003956749421,unknown,5846
MGYP000506983650,unknown,5846
MGYP006136411005,unknown,5847
MGYP006189671533,unknown,5848
MGYP002735302874,unknown,5849
MGYP001395014690,unknown,5850
MGYP003484855409,unknown,5851
MGYP001251564236,unknown,5852
MGYP000378456598,unknown,5853
MGYP003488396489,unknown,5854
MGYP002813294549,unknown,5855
MGYP001820040496,unknown,5855
MGYP001820344886,unknown,5855
MGYP005716246239,unknown,5856
MGYP002414118944,unknown,5857
MGYP001302931373,unknown,5858
MGYP000960045956,unknown,5859
MGYP001499993376,unknown,5860
MGYP003603123878,unknown,5861
MGYP002040124720,unknown,5862
MGYP001038793058,unknown,5863
MGYP002554489810,unknown,5864
MGYP002468210875,unknown,5865
MGYP006054767391,unknown,5866
MGYP003217137865,unknown,5867
MGYP006161330063,unknown,5868
MGYP006108733993,unknown,5869
MGYP000901213047,unknown,5870
MGYP003231969268,unknown,5871
MGYP000707619104,unknown,5872
MGYP001265098648,unknown,5873
MGYP005764730069,unknown,5874
MGYP006272945567,unknown,5875
MGYP000192518203,unknown,5876
MGYP003380039178,unknown,1446
MGYP001335469027,unknown,5877
MGYP006153616947,unknown,5878
MGYP001805070805,unknown,5879
MGYP006254788913,unknown,5880
MGYP003577806953,unknown,135
MGYP000476249608,unknown,5881
MGYP005698906975,unknown,5882
MGYP003659352621,unknown,5883
MGYP000089996739,unknown,5884
MGYP005999693249,unknown,5885
MGYP003245360356,unknown,5886
MGYP002227747222,unknown,5887
MGYP001363892931,unknown,5888
MGYP001761344647,unknown,5889
MGYP006142369623,unknown,5890
MGYP000794149530,unknown,5891
MGYP004532640281,unknown,5892
MGYP000624288030,unknown,5893
MGYP003141840259,unknown,5894
MGYP001480660238,unknown,5895
MGYP002761974618,unknown,5896
MGYP000515236798,unknown,5897
MGYP001552427040,unknown,5898
MGYP003193030031,unknown,5899
MGYP003980859387,unknown,5900
MGYP000604406354,unknown,5901
MGYP002795633525,unknown,5902
MGYP003347598379,unknown,5903
MGYP000435863436,unknown,5904
MGYP000749676751,unknown,3006
MGYP004574964391,unknown,3006
MGYP002624375679,unknown,5905
MGYP001398506830,unknown,5906
MGYP006159535829,unknown,5907
MGYP002714496082,unknown,5908
MGYP002651875712,unknown,5909
MGYP000711279214,unknown,5910
MGYP002602866527,unknown,5911
MGYP001411057249,unknown,5912
MGYP000913686550,unknown,5913
MGYP005736962463,unknown,5914
MGYP003346107814,unknown,5915
MGYP003198210641,unknown,5916
MGYP002692161086,unknown,5916
MGYP003990248417,unknown,5917
MGYP001362991252,unknown,5918
MGYP002790420468,unknown,5919
MGYP003961121021,unknown,5920
MGYP002936660003,unknown,5921
MGYP001410260136,unknown,5922
MGYP000818888950,unknown,5923
MGYP004026332593,unknown,5924
MGYP002636565586,unknown,5925
MGYP001398349474,unknown,5926
MGYP005627553253,unknown,5927
MGYP006434488915,unknown,5928
MGYP000970250402,unknown,5929
MGYP000985078818,unknown,5930
MGYP002632409358,unknown,5931
MGYP001629010527,unknown,5932
MGYP003366214740,unknown,5933
MGYP000813696888,unknown,5934
MGYP000856202462,unknown,5935
MGYP000197094412,unknown,5936
MGYP002589967297,unknown,5937
MGYP001429209834,unknown,5938
MGYP002462271892,unknown,5939
MGYP001419820272,unknown,5940
MGYP001626541163,unknown,5941
MGYP003617567208,unknown,5942
MGYP001530647354,unknown,5943
MGYP001289250119,unknown,5944
MGYP003530052162,unknown,5945
MGYP000132788925,unknown,5946
MGYP001172090519,unknown,5947
MGYP002784274802,unknown,5948
MGYP003501375662,unknown,5949
MGYP001773018560,unknown,5950
MGYP000880771911,unknown,2398
MGYP006144625641,unknown,5951
MGYP001221758573,unknown,5952
MGYP001776060421,unknown,5953
MGYP001116662720,unknown,5954
MGYP001002022958,unknown,5955
MGYP001771155605,unknown,5956
MGYP003518116119,unknown,5957
MGYP003616366682,unknown,5958
MGYP000221157507,unknown,5959
MGYP003392036030,unknown,5960
MGYP006064689803,unknown,5961
MGYP000934149448,unknown,5962
MGYP000930931210,unknown,5963
MGYP005763776737,unknown,5964
MGYP000090974754,unknown,5965
MGYP002789445641,unknown,5966
MGYP000655915156,unknown,5967
MGYP000090226442,unknown,5968
MGYP003117921200,unknown,5969
MGYP005634900185,unknown,5970
MGYP005685904559,unknown,5971
MGYP006212654249,unknown,5972
MGYP001161223005,unknown,5973
MGYP001090521613,unknown,5974
MGYP002574317788,unknown,5975
MGYP003578436199,unknown,5976
MGYP003296919728,unknown,5977
MGYP001167735540,unknown,5978
MGYP000841902134,unknown,5979
MGYP000410522061,unknown,5979
MGYP003268977485,unknown,5980
MGYP000854468875,unknown,5981
MGYP000171840316,unknown,5982
MGYP006089486903,unknown,5983
MGYP003107206250,unknown,5984
MGYP001673874303,unknown,5985
MGYP001294004495,unknown,5986
MGYP001528249328,unknown,1553
MGYP002524906955,unknown,5987
MGYP003397052619,unknown,5988
MGYP003149154749,unknown,5989
MGYP002658968458,unknown,5990
MGYP001747623838,unknown,5991
MGYP004566019345,unknown,5992
MGYP000254893635,unknown,5993
MGYP001126653865,unknown,5994
MGYP002831150459,unknown,5995
MGYP003353285314,unknown,2789
MGYP000980310585,unknown,5996
MGYP002720975368,unknown,5997
MGYP001240806845,unknown,5998
MGYP000466471794,unknown,5999
MGYP000845627026,unknown,6000
MGYP001198832356,unknown,6001
MGYP001751650706,unknown,6002
MGYP000982407579,unknown,6003
MGYP006162037945,unknown,6004
MGYP002538896968,unknown,6005
MGYP001001149050,unknown,6006
MGYP001150538447,unknown,6007
MGYP001131441574,unknown,6008
MGYP001503147588,unknown,6009
MGYP001603614643,unknown,6010
MGYP005759838717,unknown,6011
MGYP006271125599,unknown,6012
MGYP001065194136,unknown,6013
MGYP001500272835,unknown,6014
MGYP003188459796,unknown,6015
MGYP001236777793,unknown,6016
MGYP000648381231,unknown,6017
MGYP002755632459,unknown,6018
MGYP003347885529,unknown,6019
MGYP000397219956,unknown,6020
MGYP001276739144,unknown,6020
MGYP000014345702,unknown,6021
MGYP001384154032,unknown,6022
MGYP002508766293,unknown,6023
MGYP006239959465,unknown,6024
MGYP001207011562,unknown,6025
MGYP003509947538,unknown,6026
MGYP002607029926,unknown,6027
MGYP001086122248,unknown,6028
MGYP001349257203,unknown,6029
MGYP003989459045,unknown,6030
MGYP000830400876,unknown,6031
MGYP002636793678,unknown,6032
MGYP000482129309,unknown,6033
MGYP001339796285,unknown,6034
MGYP003487069460,unknown,6035
MGYP005899617629,unknown,6036
MGYP003448823371,unknown,6037
MGYP000419362695,unknown,6038
MGYP001539533728,unknown,6039
MGYP006181249071,unknown,6040
MGYP000976352247,unknown,1196
MGYP004586619625,unknown,6041
MGYP002653204364,unknown,6042
MGYP000972117307,unknown,6043
MGYP006054168049,unknown,6044
MGYP001215087971,unknown,6045
MGYP002948904765,unknown,6046
MGYP001600574607,unknown,6047
MGYP003292442553,unknown,6048
MGYP001359961503,unknown,6049
MGYP001768535254,unknown,6050
MGYP001470089083,unknown,6051
MGYP000343449576,unknown,6052
MGYP003381642948,unknown,6053
MGYP003214659677,unknown,6054
MGYP006183159835,unknown,6055
MGYP004461141767,unknown,6056
MGYP003298075000,unknown,6057
MGYP000922389596,unknown,6058
MGYP000503058966,unknown,6059
MGYP002356342061,unknown,6060
MGYP004507483477,unknown,6061
MGYP005738864135,unknown,6062
MGYP001381008480,unknown,6063
MGYP000341545223,unknown,6064
MGYP002655576621,unknown,6065
MGYP006203558681,unknown,6066
MGYP000834682835,unknown,6067
MGYP006309732539,unknown,6068
MGYP000873446474,unknown,6069
MGYP003177761771,unknown,6070
MGYP002641006892,unknown,6071
MGYP001993911455,unknown,6072
MGYP003112641819,unknown,6073
MGYP000121776837,unknown,6074
MGYP003424312289,unknown,6075
MGYP001124406289,unknown,6076
MGYP001340583125,unknown,6077
MGYP001543428821,unknown,6078
MGYP000816681845,unknown,6079
MGYP001091435681,unknown,6080
MGYP003510229933,unknown,6081
MGYP003527276266,unknown,6082
MGYP000905054093,unknown,6083
MGYP001256774361,unknown,6084
MGYP001536430817,unknown,6085
MGYP001510012842,unknown,6086
MGYP002759620200,unknown,6087
MGYP003241295513,unknown,1018
MGYP000578890154,unknown,6088
MGYP006174632745,unknown,6089
MGYP000533661985,unknown,6089
MGYP000598668074,root:Host-associated:Human:Digestive system:Large intestine:Fecal,6090
MGYP002987836636,unknown,6090
MGYP001409876917,unknown,6091
MGYP001284549680,unknown,6092
MGYP001260989032,unknown,6093
MGYP003612720614,unknown,6094
MGYP003288021207,unknown,6095
MGYP003524588925,unknown,6096
MGYP004749457773,unknown,6097
MGYP000783210643,unknown,6098
MGYP003822536393,unknown,6099
MGYP006181367087,unknown,6100
MGYP002661104319,unknown,6101
MGYP005768667415,unknown,6102
MGYP002194732724,unknown,6103
MGYP001470618029,unknown,6104
MGYP001077368944,unknown,6105
MGYP001808559917,unknown,6106
MGYP003990024251,unknown,6107
MGYP004494201993,unknown,6108
MGYP001386832730,unknown,6109
MGYP003076411411,unknown,6110
MGYP005956976783,unknown,6111
MGYP000067662751,unknown,6112
MGYP003150570023,unknown,6113
MGYP000528493558,unknown,6114
MGYP001448053424,unknown,6115
MGYP003832982037,unknown,6116
MGYP006171180325,unknown,6117
MGYP003115106797,unknown,6118
MGYP003535094884,unknown,6119
MGYP003608364309,unknown,6120
MGYP000799642575,unknown,6121
MGYP002282983923,unknown,6122
MGYP000131229032,unknown,6123
MGYP002718945993,unknown,6124
MGYP002710084694,unknown,6125
MGYP001191887527,unknown,6125
MGYP006349387097,unknown,6126
MGYP004486810363,unknown,6127
MGYP003474372835,unknown,6128
MGYP000895216366,unknown,6129
MGYP000601029409,unknown,6130
MGYP001553660477,unknown,6131
MGYP000478541053,unknown,6132
MGYP006224151775,unknown,6133
MGYP000389102441,unknown,6134
MGYP000417542823,unknown,6135
MGYP003472428051,unknown,6136
MGYP001377569868,unknown,6137
MGYP001485250897,unknown,6138
MGYP002648504532,unknown,6139
MGYP001246004397,unknown,6140
MGYP000913220382,unknown,6141
MGYP006185098031,unknown,6142
MGYP001521486449,unknown,6143
MGYP000631871836,unknown,6144
MGYP000852290232,unknown,6145
MGYP000966826976,unknown,6146
MGYP006338255215,unknown,6147
MGYP004181448069,unknown,6148
MGYP002603329508,unknown,6149
MGYP003377719455,unknown,6150
MGYP002639350546,unknown,6151
MGYP000959043104,unknown,6152
MGYP006273417631,unknown,6153
MGYP002707536532,unknown,6154
MGYP001809096473,unknown,6155
MGYP000850247193,unknown,6156
MGYP000809888945,unknown,6157
MGYP000910980297,unknown,6158
MGYP000851686428,unknown,6158
MGYP001394661034,unknown,6159
MGYP000253081589,unknown,6160
MGYP004512848091,unknown,6161
MGYP000713529444,unknown,6162
MGYP006325628481,unknown,6163
MGYP005695837331,unknown,6164
MGYP001162612390,unknown,6165
MGYP001517448881,unknown,6166
MGYP004446934319,unknown,6167
MGYP006451176245,unknown,6168
MGYP000652329972,unknown,6169
MGYP000687671027,unknown,6170
MGYP000739940221,unknown,6171
MGYP001783291205,unknown,6172
MGYP003183895474,unknown,6173
MGYP001448399547,unknown,6174
MGYP001815232138,unknown,6175
MGYP000880115988,unknown,5219
MGYP001543896116,unknown,6176
MGYP003438625320,unknown,6177
MGYP001567246999,unknown,6178
MGYP005705314695,unknown,6179
MGYP000825589848,unknown,6180
MGYP000288104796,unknown,6181
MGYP000661177748,unknown,6182
MGYP001320052705,unknown,6183
MGYP003345907025,unknown,6184
MGYP000980039708,unknown,6185
MGYP000762197172,unknown,6185
MGYP003902647863,unknown,6186
MGYP001359605641,unknown,6187
MGYP000215903563,unknown,4003
MGYP001364317613,unknown,6188
MGYP001308990220,unknown,6189
MGYP001477877465,unknown,6190
MGYP001115902324,unknown,6191
MGYP004075259037,unknown,6192
MGYP002766779182,unknown,6193
MGYP001507706621,unknown,6194
MGYP001564439836,unknown,6195
MGYP000750740043,unknown,6196
MGYP004602583097,unknown,4957
MGYP001837269019,unknown,6197
MGYP001619320751,unknown,6198
MGYP000308703413,unknown,6199
MGYP006359819659,unknown,6200
MGYP000680798059,unknown,6201
MGYP001330343029,unknown,6202
MGYP003802123501,unknown,6203
MGYP000600383195,unknown,6204
MGYP003344941401,unknown,6205
MGYP000831569756,unknown,6206
MGYP006199380601,unknown,6207
MGYP001557100286,unknown,6208
MGYP001617078103,unknown,6209
MGYP006407940319,unknown,6210
MGYP001252631099,unknown,6211
MGYP000396952072,unknown,6212
MGYP003500599549,unknown,6213
MGYP001013304918,unknown,6214
MGYP004527015033,unknown,6214
MGYP003505146631,unknown,6215
MGYP002778666021,unknown,6216
MGYP001019207155,unknown,6217
MGYP001511110823,unknown,6218
MGYP003463541775,unknown,6219
MGYP002800654410,unknown,6220
MGYP000467249284,unknown,6221
MGYP000028191138,unknown,6222
MGYP001363427220,unknown,6223
MGYP003522833830,unknown,6224
MGYP003289292347,unknown,6225
MGYP002519479046,unknown,6226
MGYP003297079129,unknown,6227
MGYP003362006309,unknown,6228
MGYP001147374896,unknown,6229
MGYP001188193388,unknown,6230
MGYP004628739961,unknown,6231
MGYP001204760230,unknown,6232
MGYP001226935635,unknown,6233
MGYP001159715526,unknown,2920
MGYP006453070519,unknown,6234
MGYP000947588146,unknown,6235
MGYP001103575629,unknown,6236
MGYP000878834779,unknown,1786
MGYP000727275430,unknown,6237
MGYP000521533319,unknown,6238
MGYP001370463987,unknown,6239
MGYP006219584663,unknown,6240
MGYP000074284435,unknown,6241
MGYP003516807904,unknown,6242
MGYP000646391071,unknown,2866
MGYP000554260124,unknown,6243
MGYP001024007400,unknown,6244
MGYP006290843153,unknown,6245
MGYP001507466698,unknown,6246
MGYP006284558071,unknown,6247
MGYP005641553867,unknown,6248
MGYP003590242052,unknown,6249
MGYP001343944326,unknown,6250
MGYP002713334224,unknown,6251
MGYP003144209118,unknown,6252
MGYP000209004973,unknown,6253
MGYP003453251485,unknown,6254
MGYP003095414264,unknown,6255
MGYP001167951700,unknown,6256
MGYP000265698168,unknown,6257
MGYP002552340314,unknown,6258
MGYP000935804386,unknown,6259
MGYP000506104156,unknown,6260
MGYP003252198678,unknown,6261
MGYP001551113580,unknown,6262
MGYP004747956779,unknown,6263
MGYP000012115926,unknown,6264
MGYP001984593921,unknown,6265
MGYP001062786724,unknown,423
MGYP001451388255,unknown,423
MGYP000539107541,unknown,6266
MGYP000613181086,unknown,6266
MGYP000889013925,unknown,6267
MGYP003656298002,unknown,6268
MGYP002766527052,unknown,6269
MGYP003523812688,unknown,6270
MGYP005745366935,unknown,6271
MGYP004647917727,unknown,6272
MGYP002641836857,unknown,6273
MGYP001363225043,unknown,6274
MGYP001404085961,unknown,6275
MGYP003285358913,unknown,6276
MGYP000476375161,unknown,6277
MGYP002787333631,unknown,6278
MGYP003219248536,unknown,6279
MGYP004657312219,unknown,6280
MGYP001377373809,unknown,6281
MGYP001229617869,unknown,6282
MGYP005672335905,unknown,6283
MGYP000836486129,unknown,6284
MGYP000557259430,unknown,6285
MGYP001569690557,unknown,6286
MGYP000384814509,unknown,6287
MGYP003392872217,unknown,6288
MGYP002681943692,unknown,6289
MGYP001768907339,unknown,6290
MGYP001559529263,unknown,6291
MGYP002716495314,unknown,6292
MGYP003384891188,unknown,6293
MGYP001606739886,unknown,6294
MGYP000576311053,unknown,6295
MGYP002512482877,unknown,6296
MGYP001549914384,unknown,6297
MGYP003197112287,unknown,3945
MGYP000957084498,unknown,6298
MGYP001015942126,unknown,6299
MGYP003420394008,unknown,6300
MGYP003832563597,unknown,6301
MGYP003088450123,unknown,423
MGYP001532982750,unknown,6302
MGYP000520924107,unknown,6303
MGYP001097978991,unknown,6304
MGYP003176751048,unknown,6305
MGYP001491830606,unknown,6306
MGYP001738992618,unknown,6307
MGYP000948283604,unknown,6308
MGYP000768767059,unknown,6308
MGYP002397072128,unknown,6309
MGYP005945950633,unknown,4651
MGYP003682963857,unknown,6310
MGYP003652235864,unknown,6311
MGYP006251729375,unknown,6312
MGYP001077044160,unknown,6313
MGYP003196260783,unknown,6314
MGYP001315477869,unknown,6315
MGYP000930955845,unknown,6316
MGYP001482899688,unknown,6317
MGYP001349444111,unknown,6318
MGYP005729911063,unknown,6319
MGYP000293787949,unknown,6320
